X1,X2
1.049041746855137e-05,-1.716613066823791e-05
4.097819315765461e-08,-6.705518000957857e-08
-6.402842671639715e-10,1.047736977728989e-09
1.000444165999425e-11,-1.637088699700522e-11
3.907985015907953e-14,-6.394876024728991e-14
